Filename,Wordcount,Hyperlinks,Domains,NER Entities,% Numeric Characters
91169_Wolfpack_GTT_2019.p.txt,10500,2,2,160,8.62
90705_The Capitolist_TRUP_2018_1.p.txt,25,0,0,3,7.64
91448_Mariner_GP_2020.p.txt,4753,0,0,278,3.61
47_Alfred Little_SVM_2012_2.p.txt,692,0,0,51,3.69
92589_GeoInvesting_HOGS_2011_1.p.txt,27,0,0,1,4.73
276_Street Sweeper_PANL_2011_2.p.txt,3931,0,0,241,4.35
91180_Asensio_PGWC_2006_2.p.txt,657,0,0,112,1.75
109_Whitney Tilson_LEH_2008_1.p.txt,2022,0,0,148,1.22
523_Asensio_AOBI_2009_03.p.txt,2012,0,0,324,2.71
90329_Cannell Capital_ERII_2016.p.txt,14,0,0,0,0.0
304301_Well_MARUF_2016_3.p.txt,31,0,0,30,3.99
301219_Citron_EXAS_2017_1.p.txt,3062,0,0,109,5.21
780_Glaucus Research Group_EROS_2015.p.txt,1166,0,0,185,8.06
301001_Cable Car_CDZI_2016_1.p.txt,3063,0,0,261,3.66
301301_Forensic Research Analyst_CRR_2016_2.p.txt,221,0,0,109,3.6
296_Meson Capital_OMEX_2014_13.p.txt,863,0,0,32,4.83
568_Glaucus Research Group_2014-HK_2015_3.p.txt,4438,2,1,288,1.59
447_Whitney Tilson_NFLX_2010_1.p.txt,1100,0,0,51,4.48
304309_Well_2931_2017_2.p.txt,117,0,0,144,3.4
310_Citron Research_ANGI_2013_2.p.txt,4908,2,2,117,8.08
602_Street Sweeper_UNXL_2015.p.txt,1924,0,0,121,3.04
301908_Gotham_CRTO_2017_1.p.txt,28,0,0,14,0.0
716_Citron Research_MBLY_2015_1.p.txt,3227,0,0,182,3.0
480_Forensic Factor_AUTC_2011_3.p.txt,3338,0,0,235,3.05
304013_Spruce Point Capital_GNTX_2017.p.txt,19917,0,0,1643,5.76
91363_Biotech Research_APLT_2019.p.txt,4150,0,0,56,2.43
301238_Citron_NFLX_2018.p.txt,909,0,0,77,2.87
305513_Fraud Research_LRGR_2018_1.p.txt,251,0,0,145,4.98
277_Asensio_OLED_2013_1.p.txt,1123,0,0,118,1.04
93044_Chimin Sang_LIWA_2009_2.p.txt,21,0,0,0,5.88
507_Bleecker Street Research_LIVE_2014_1.p.txt,2428,0,0,159,3.19
137_GeoInvesting_ADNC_2012.p.txt,1907,0,0,73,2.39
90591_Viceroy_CPI_2018_6.p.txt,6179,1,1,123,7.26
324_Street Sweeper_KEYW_2013_1.p.txt,3363,0,0,107,7.72
303611_Richard Peasron_ARA_2017_1.p.txt,7054,0,0,191,2.66
277_Asensio_OLED_2013_12.p.txt,519,0,0,79,1.61
302202_Kerrisdale_SAGE_2016_1.p.txt,13124,0,0,606,4.27
91408_Grizzly_LX_2020.p.txt,17926,1,1,493,2.62
304120_Street Sweeper_PLSE_2017_1.p.txt,115,0,0,69,4.63
583_Alpha Exposure_SGMO_2015.p.txt,2405,0,0,86,2.75
192_Citron Research_HRBN_2011_7.p.txt,955,0,0,109,2.42
171_Greenlight Capital_HLF_2012.p.txt,10625,0,0,758,1.39
455_Matt Berry_CLIR_2012_2.p.txt,1767,0,0,139,2.13
92088_Citron_BIDZ_2007_2.p.txt,23,0,0,0,8.02
305504_Fraud Research_SWVI_2013_1.p.txt,176,0,0,236,5.39
554_Lakewood Capital_ANET_2015.p.txt,833,0,0,126,4.61
302812_Muddy Waters_AKG_2017_2.p.txt,376,0,0,12,2.97
7_Whitney Tilson_LL_2015_21.p.txt,362,0,0,16,2.09
91255_Black Stork_WWW _2020.p.txt,1875,0,0,54,5.85
303904_SkyTides_PODD_2016_2.p.txt,999,0,0,34,4.47
40_Muddy Waters_TRE-CA_2011_1.p.txt,14884,8,4,1168,3.48
550_BlueMountain Capital Management_OCN_2015_1.p.txt,9414,7,4,992,2.71
752_Suhail Capital_VEEV_2014_12.p.txt,3064,0,0,161,2.42
331_Richard Pearson_UNIS_2014_2.p.txt,7133,0,0,469,1.65
679_Xuhua Zhou_YUM_2015.p.txt,2086,0,0,92,1.3
378_Street Sweeper_ANY_2014_1.p.txt,1946,0,0,73,3.25
4_Prescience Point_BDBD_2013_1.p.txt,20792,2,2,1084,5.24
301905_Gotham_AAC_2017_3.p.txt,2301,0,0,251,3.36
90882_Spruce Point_CVNA_2019.p.txt,20676,0,0,1227,4.78
742_Citron Research_GRMN_2009.p.txt,1095,0,0,77,3.91
500_Bronte Capital_LOGI_2011_2.p.txt,418,0,0,17,1.43
524_Asensio_CSKI_2009_10.p.txt,1359,0,0,235,2.33
90736_Plainview_NKTR_2018_1.p.txt,12420,0,0,350,6.27
592_GeoInvesting_WBAI_2015.p.txt,2813,0,0,144,5.25
301229_Citron_SHOP_2017_1.p.txt,1300,0,0,59,2.77
59_Citron Research_QCOR_2014_8.p.txt,3055,1,1,118,3.51
76522_RDN_BPT_2015_2.p.txt,32,0,0,11,4.39
60_Ikarian Point Research_QCOR_2014_2.p.txt,3454,0,0,177,3.14
256_Street Sweeper_PHMD_2014_3.p.txt,929,0,0,57,5.45
91263_Bonitas_JKS_2020_2.p.txt,5851,9,4,552,2.65
537_Trinity Research Group_VIMC_2014_2.p.txt,1368,0,0,148,6.2
90705_The Capitolist_TRUP_2018_22.p.txt,35,0,0,0,5.64
121_Bronte Capital_CCME_2011_3.p.txt,2213,0,0,71,5.14
296_Meson Capital_OMEX_2014_7.p.txt,3852,1,1,243,2.37
295_Kynikos Associates_SODA_2014.p.txt,1273,0,0,166,5.47
764_Street Sweeper_HEAR_2018_3.p.txt,624,0,0,52,2.82
305508_Fraud Research_WPWR_2014_1.p.txt,213,0,0,149,5.27
215_GeoInvesting_PCXCQ_2013.p.txt,1300,0,0,68,4.62
300109_Alpha Exposure_GERN_2018_1.p.txt,1657,0,0,71,4.14
257_Street Sweeper_MDXG_2014_1.p.txt,1261,0,0,56,5.7
123_Asensio_CTE_2011_6.p.txt,777,0,0,139,2.04
301421_Friendly Bear_CNDT_2018_1.p.txt,212,0,0,252,3.03
492_Street Sweeper_GLUU_2014_1.p.txt,1262,0,0,104,5.62
745_GeoInvesting_CDZI_2015_2.p.txt,2068,0,0,203,1.61
696_Alpha Exposure_IMMU_2015.p.txt,477,0,0,31,8.08
56_Glaucus Research Group_LLEN_2011.p.txt,9627,0,0,778,4.29
301217_Citron_FLT_2017_1.p.txt,2843,0,0,87,2.39
301612_Glaucus Research_BLA_ASX_2018_2.p.txt,11453,0,0,405,6.37
92126_Asensio_LDK_2006_15.p.txt,347,0,0,49,1.98
91081_Batman Research_CRCM_2018.p.txt,5814,0,0,364,4.65
312_Glaucus Research Group_67-HK_2014.p.txt,7953,0,0,750,4.0
10_Kerrisdale Capital_LIWA_2011_2.p.txt,1535,0,0,234,5.38
301256_Citron_AMED_2019.p.txt,1502,0,0,315,1.58
353_Kerrisdale Capital_BOFI_2014_2.p.txt,2213,0,0,108,1.89
300802_Bonitas Research_8207HK_2018.p.txt,15692,27,14,1568,5.59
642_Pump Stopper_EKSO_2015.p.txt,6914,0,0,589,4.21
301235_Citron_W_2018_1.p.txt,7,0,0,68,1.61
214_Prescience Investment Group_APWR_2011_2.p.txt,1608,0,0,208,3.71
91239_Grizzly_WUBA_2020_2.p.txt,4440,0,0,139,2.02
91090_Asensio_CROX_2006_4.p.txt,368,0,0,40,1.44
91128_Viceroy_ATNX_2019_2.p.txt,3675,20,12,335,4.53
758_Suhail Capital_LOCO_2014.p.txt,8145,0,0,599,2.71
739_Martin Shkreli_HZNP_2012.p.txt,1448,0,0,73,4.55
211_Citron Research_NUS_2012_3.p.txt,700,0,0,104,2.9
532_RH Analytics_HCI_2015_10.p.txt,562,0,0,43,3.49
337_Forensic Factor_VJET_2013.p.txt,4160,0,0,186,4.35
303208_Prescience_ENPH_2018_1.p.txt,14870,0,0,387,4.91
7_Whitney Tilson_LL_2015_6.p.txt,1249,0,0,82,2.1
12_Glaucus Research Group_TEA_2012_2.p.txt,4687,0,0,321,1.34
85_Highfields Capital Management_DLR_2013.p.txt,4574,0,0,220,1.48
83113_Citron_ARTC_2007_2.p.txt,583,0,0,69,2.43
532_RH Analytics_HCI_2017_22.p.txt,1564,0,0,137,2.97
425_Tourbillon Capital Partners_MNKD_2015_2.p.txt,777,0,0,107,5.33
453_Street Sweeper_APPS_2014.p.txt,2065,0,0,79,2.26
340_Kerrisdale Capital_PLUG_2014.p.txt,3469,0,0,242,5.76
638_Cable Car Capital_PLUS-GB_2015_8.p.txt,1257,0,0,39,3.98
301245_Citron_TSXV-N_2018_1.p.txt,11,0,0,47,1.78
301610_Glaucus Research_0607HK_2017_2.p.txt,8717,3,1,585,3.22
420_GeoInvesting_CBAK_2014_1.p.txt,3851,0,0,291,2.31
301506_GeoInvesting_NOAH_2016_1.p.txt,464,0,0,177,3.86
491_Kerrisdale Capital_GSAT_2014_5.p.txt,2658,0,0,125,4.78
301235_Citron_W_2018_3.p.txt,541,0,0,17,2.93
3_Kerrisdale Capital_EZCH_2013_2.p.txt,4540,0,0,364,4.49
536_Meson Capital_SWHC_2014.p.txt,1576,0,0,137,6.15
280_GeoInvesting_FU_2013_2.p.txt,2152,0,0,251,5.04
301504_GeoInvesting_IDT_2016_1.p.txt,161,0,0,115,2.47
301217_Citron_FLT_2017_3.p.txt,3144,0,0,204,1.38
668_Citron Research_AMBA_2015_2.p.txt,2150,0,0,78,3.61
90825_Hindenburg_RIOT_2017_2.p.txt,1395,0,0,39,4.79
91293_Grizzly_IIPR_2020.p.txt,15027,0,0,541,6.65
305002_CliffsideResearch_ONVO_2019_1.p.txt,4020,0,0,112,2.78
301606_Glaucus Research_1363HK_2016_1.p.txt,15449,26,6,1155,6.55
532_RH Analytics_HCI_2016_20.p.txt,604,0,0,55,3.02
300314_Aurelius_BANC_2016_2.p.txt,2600,0,0,359,2.99
90_Citron Research_Z_2014_4.p.txt,2572,2,1,208,4.04
576_Bleecker Street Research_AAC_2015_2.p.txt,2732,0,0,260,2.9
302809_Muddy Waters_6863HK_2016_1.p.txt,9338,25,17,400,6.65
202_Kerrisdale Capital_CMED_2012_4.p.txt,957,0,0,107,2.38
132_Muddy Waters_FMCN_2012_5.p.txt,26,0,0,0,1.6
532_RH Analytics_HCI_2015_12.p.txt,862,0,0,91,3.78
70_Bronte Capital_LFT_2011_4.p.txt,1839,0,0,43,3.64
664_Citron Research_LPHI_2010_3.p.txt,1582,0,0,157,3.54
7_Whitney Tilson_LL_2015_4.p.txt,587,0,0,23,1.96
302501_Mako_MNOV_2016_1.p.txt,972,0,0,584,5.92
760_Glaucus Research Group_2010-HK_2016_4.p.txt,197,0,0,58,12.41
388_Pump Stopper_HCI_2014.p.txt,1266,0,0,84,3.91
260_Infitialis_CHMR_2012_1.p.txt,2156,0,0,186,5.33
443_Dialectic Capital_DDD_2013.p.txt,919,0,0,86,6.53
565_Hayman Capital Management_ACOR_2015_1.p.txt,18065,0,0,786,4.85
303609_Richard Pearson_CETX_2017_1.p.txt,10321,0,0,777,4.69
91219_Snowlake_LK_2020.p.txt,92557,23,22,2837,9.62
91198_PlainSite_TSLA_2020.p.txt,48853,3,3,5307,3.96
74_Bronte Capital_UTA_2012_7.p.txt,472,0,0,85,8.68
304033_Spruce Point Capital_MAXR_2018.p.txt,15728,0,0,1082,7.44
211_Citron Research_NUS_2012_1.p.txt,3743,0,0,209,3.04
300323_Aurelius_MDXG_2018_8.p.txt,1145,0,0,45,1.22
820_819_Muddy Waters_RAL-FR_CO-FR_2016_3.p.txt,3982,0,0,106,1.26
803_GeoInvesting_DTEA_2015.p.txt,871,0,0,34,1.46
389_Alpha Exposure_FCEL_2014.p.txt,687,0,0,65,5.03
90768_Hindenburg_LTS_2018.p.txt,2533,0,0,96,4.35
301905_Gotham_AAC_2017_1.p.txt,1621,0,0,160,2.32
301236_Citron_HLG_2018.p.txt,1037,0,0,70,5.99
303607_Richard Pearson_LIVE_2017_1.p.txt,9290,0,0,309,3.37
524_Asensio_CSKI_2009_12.p.txt,410,0,0,49,1.91
378_Street Sweeper_ANY_2014_3.p.txt,2893,0,0,140,3.39
402_Alpha Exposure_AFFY_2013_2.p.txt,795,0,0,32,2.33
561_Street Sweeper_MIFI_2015.p.txt,1513,0,0,107,5.27
17_Alfred Little_DEER_2012_3.p.txt,756,0,0,64,3.52
212_Richard Pearson_MDXG_2013_2.p.txt,2040,0,0,68,3.31
49_Alpha Exposure_PRKR_2014_5.p.txt,1589,0,0,157,1.73
752_Suhail Capital_VEEV_2014_10.p.txt,7927,0,0,245,2.04
757_Suhail Capital_WDAY_2014.p.txt,3192,0,0,78,2.36
503_Bleecker Street Research_GLSO_2014.p.txt,1489,0,0,56,3.2
301423_Friendly Bear_TDOC_2018_1.p.txt,421,0,0,374,3.61
900537_Copperfield_CVNA_2017.p.txt,6,0,0,0,0.0
143_Richard Pearson_BIDU_2012.p.txt,3897,0,0,215,2.42
91377_Anon APLT_APLT_2020.p.txt,3643,0,0,180,2.12
710_Richard Pearson_OMER_2015.p.txt,2734,0,0,57,3.62
123_Asensio_CTE_2011_4.p.txt,775,0,0,133,2.03
305507_Fraud Research_GFOX_2014_1.p.txt,494,0,0,466,5.86
146_Richard Pearson_TEAR_2013_1.p.txt,2838,0,0,163,4.01
788_Whitney Tilson_W_2015_4.p.txt,1960,0,0,71,2.09
90282_FFJ_SNCR_2017.p.txt,2350,0,0,234,4.23
553_Street Sweeper_TUBE_2015_1.p.txt,1558,0,0,81,4.11
12527_Ian Bezek_IBIO_2011.p.txt,10,0,0,0,9.74
605_Street Sweeper_INUV_2015.p.txt,1627,1,1,56,4.13
90705_The Capitolist_TRUP_2018_20.p.txt,27,0,0,0,6.01
90197_Long Short Value_HSTM_2016.p.txt,6,0,0,0,0.0
302901_Off Wall Street_TPX_2016_1.p.txt,10857,0,0,302,5.38
752_Suhail Capital_VEEV_2013_5.p.txt,1135,0,0,47,4.36
47_Alfred Little_SVM_2013_4.p.txt,1622,0,0,103,6.01
302905_Off Wall Street_SLM_2017_1.p.txt,17334,0,0,857,5.74
91324_Scorpio_GSX_2020.p.txt,4759,0,0,212,5.02
304047_Spruce Point Capital_IRBT_2019_5.p.txt,5614,0,0,204,4.26
304034_Spruce Point Capital_WMK_2018.p.txt,9142,0,0,698,7.57
90019_Cliffside_NAII_2016_2.p.txt,9,0,0,7,0.0
91337_Hindenburg_GNUS_2020.p.txt,3175,0,0,159,5.18
301604_Glaucus Research_3823HK_2016.p.txt,10189,2,2,711,7.57
277_Asensio_OLED_2013_3.p.txt,504,0,0,103,1.76
568_Glaucus Research Group_2014-HK_2015_1.p.txt,16011,7,4,1130,6.05
349_Citron Research_MDBX_2014.p.txt,3431,1,1,143,2.4
301908_Gotham_CRTO_2017_3.p.txt,3629,3,2,217,1.05
90723_Viceroy_PVG_2018_2.p.txt,7059,2,1,117,5.63
480_Forensic Factor_AUTC_2011_1.p.txt,4903,0,0,283,6.47
91015_Viceroy_TEUM_2019_2.p.txt,779,5,4,94,2.82
307004_WhiteDiamondResearch_DCGD_2019_1.p.txt,1847,0,0,241,5.0
301250_Citron_TWTR_2018.p.txt,1192,0,0,70,2.48
800_Emperor Has No Clothes_USU_2014_1.p.txt,1264,0,0,42,4.61
296_Meson Capital_OMEX_2014_11.p.txt,1258,0,0,68,5.55
232_GeoInvesting_ECAU_2013_2.p.txt,773,0,0,51,3.35
301205_Citron_7779TYO_2016_2.p.txt,888,0,0,52,2.69
300318_Aurelius_CIA_2017_2.p.txt,1509,0,0,108,2.19
91322_Muddy Waters_GSX_2020_2.p.txt,1734,4,4,20,1.53
90342_FG Alpha_EROS_2017_2.p.txt,156,0,0,6,1.5
304027_Spruce Point Capital_MRCY_2018_2.p.txt,6179,0,0,244,5.61
307202_Jay Yoon_SPCB_2014_2.p.txt,62,0,0,16,2.98
29_Kynikos Associates_DELL_2012.p.txt,1914,0,0,152,3.93
74_Bronte Capital_UTA_2013_3.p.txt,6248,3,2,254,3.77
211_Citron Research_NUS_2013_5.p.txt,1872,1,1,129,3.4
375_Kerrisdale Capital_FIVE_2014_4.p.txt,1895,0,0,101,3.52
321_Alpha Exposure_EXAS_2013_5.p.txt,3434,0,0,184,3.15
358_GeoInvesting_CREG_2014.p.txt,1464,0,0,104,5.18
55_GeoInvesting_LLEN_2014_9.p.txt,1666,0,0,248,4.29
303901_SkyTides_CFMS_2016_1.p.txt,14863,2,2,524,2.54
524_Asensio_CSKI_2010_38.p.txt,435,0,0,53,3.06
192_Citron Research_HRBN_2011_5.p.txt,4346,0,0,444,2.44
301209_Citron_NMK_2016.p.txt,1557,0,0,140,4.61
664_Citron Research_LPHI_2009_1.p.txt,2117,0,0,252,4.0
531_Bleecker Street Research_NBS_2014.p.txt,643,0,0,59,4.57
300301_Aurelius_BOFI_2015_2.p.txt,214,0,0,181,1.92
74_Bronte Capital_UTA_2010_2.p.txt,1633,1,1,70,7.44
277_Asensio_OLED_2013_10.p.txt,1016,0,0,101,1.37
122_Muddy Waters_CCME_2011_2.p.txt,5504,3,2,213,7.14
507_Bleecker Street Research_LIVE_2014_3.p.txt,1272,0,0,62,2.54
91401_Mariner_BLNK_2020.p.txt,3383,0,0,228,5.28
304025_Spruce Point Capital_KTOS_2018_1.p.txt,11828,0,0,880,7.86
303908_SkyTides_SPNC_2017_1.p.txt,12708,1,1,486,2.73
90261_RealTalk_TACO_2017.p.txt,26,0,0,0,5.98
90591_Viceroy_CPI_2018_4.p.txt,2067,3,3,77,1.75
413_Bronte Capital_336-HK_2012_2.p.txt,241,0,0,24,2.12
301213_Citron_TDG_2017_1.p.txt,2943,0,0,133,5.5
90133_Long Short Value_ACIA_2016.p.txt,8,0,0,0,0.0
307711_Studioso_NBGGY_2015_2.p.txt,121,0,0,110,4.3
429_Kerrisdale Capital_CMFO_2010_1.p.txt,1415,0,0,185,2.79
304001_Spruce Point Capital_PLNT_2016.p.txt,12949,0,0,632,4.3
196_Citron Research_QIHU_2011_1.p.txt,2232,0,0,147,5.11
307208_Jay Yoon_TSEM_2015_3.p.txt,277,0,0,193,2.98
303604_Richard Pearson_BRS_2016_1.p.txt,11633,0,0,648,4.64
92126_Asensio_LDK_2006_2.p.txt,332,0,0,55,1.43
413_Bronte Capital_336-HK_2011_3.p.txt,428,0,0,19,1.26
790_Melissa Davis_DTEA_2015.p.txt,3898,0,0,223,3.26
90451_Viceroy_CSTE_2017_2.p.txt,4818,0,0,241,1.38
126_Greenlight Capital_GMCR_2011.p.txt,8228,6,1,506,7.66
504_Bleecker Street Research_VGGL_2014.p.txt,2781,0,0,190,4.1
709_The Friendly Bear_BOFI_2016_5.p.txt,2636,0,0,166,2.97
302514_Mako_TTOO_2019_1.p.txt,269,0,0,103,3.0
91079_Night Market Research_CRMD_2019.p.txt,21,0,0,0,6.49
733_Citron Research_VRX_2015_2.p.txt,3855,0,0,155,3.11
304309_Well_6273_2017_4.p.txt,12,0,0,123,2.5
103_Richard Pearson_CBAK_2014_2.p.txt,3108,0,0,146,2.37
305101_FuzzyPandaResearch_XII_2018_1.p.txt,4612,0,0,329,6.47
306802_WolfPackResearch_GTT_2019_1.p.txt,10500,2,2,160,8.62
91281_Spruce Point_WDFC_2020_1.p.txt,12571,0,0,538,6.27
523_Asensio_AOBI_2009_01.p.txt,806,0,0,79,2.06
475_GeoInvesting_NHTC_2014.p.txt,471,0,0,68,3.19
305001_CliffsideResearch_SWAV_2019_1.p.txt,5334,1,1,143,2.92
573_Bronte Capital_TSL_2011_1.p.txt,1966,0,0,88,6.14
96_GeoInvesting_CGPI_2011_2.p.txt,849,0,0,64,2.88
90705_The Capitolist_TRUP_2018_3.p.txt,30,0,0,4,7.01
47_Alfred Little_SVM_2011_1.p.txt,638,0,0,83,5.44
457_GeoInvesting_XXII_2014_1.p.txt,9188,0,0,527,4.73
462_Conatus Capital Management_JSE_2013.p.txt,544,0,0,87,7.87
247_Copperfield Research_SCTY_2013_1.p.txt,339,0,0,19,3.27
356_Prescience Point_CBI_2014.p.txt,17638,0,0,945,2.55
302817_Muddy Waters_OSIS_2017_1.p.txt,4832,3,2,221,2.43
512_Gotham Investing_AFSI_2014_5.p.txt,2075,0,0,170,4.66
308003_Grizzly_HEBT_2020.p.txt,13559,1,1,1313,2.47
449_Street Sweeper_FCEL_2014.p.txt,2181,0,0,180,5.18
81665_Citron_SYX_2007.p.txt,25,0,0,2,5.3
491_Kerrisdale Capital_GSAT_2014_2.p.txt,13457,0,0,438,3.94
91090_Asensio_CROX_2006_1.p.txt,1130,0,0,102,2.67
91128_Viceroy_ATNX_2019_7.p.txt,3697,16,7,117,8.19
589_590_591_Off Wall Street_TRAK_HCSG_SLH_2015.p.txt,1920,0,0,57,3.57
304116_Street Sweeper_TDOC_2016_1.p.txt,168,0,0,132,5.79
90541_Aparecium Research_AAXN_2017.p.txt,11,0,0,1,0.0
90101_Cliffside_CLSD_2016_2.p.txt,10,0,0,0,0.0
90219_GeoInvesting_KNDI_2016.p.txt,637,0,0,34,5.07
789_Emperor Has No Clothes_PHOT_2014.p.txt,1574,0,0,116,6.38
90599_Viceroy_NDRM_2017_2.p.txt,296,0,0,65,3.14
301210_Citron_AVXS_2016.p.txt,2782,2,2,76,3.22
92126_Asensio_LDK_2006_10.p.txt,327,0,0,45,0.97
304039_Spruce Point Capital_DOX_2019.p.txt,30340,0,0,1632,7.04
91126_Alpha Exposure_ZIOP_2019.p.txt,8,0,0,0,6.12
527_Street Sweeper_RCPT_2014.p.txt,4161,0,0,123,5.73
521_Odey Asset Management_MANU_2014.p.txt,333,0,0,49,2.14
478_Alpha Exposure_VHC_2014_2.p.txt,1781,0,0,149,1.96
304307_Well_6273_2016_1.p.txt,14073,0,0,1414,3.65
202_Kerrisdale Capital_CMED_2012_3.p.txt,665,0,0,36,4.52
300336_Aurelius_VNDA_2019_1.p.txt,3395,0,0,188,2.32
305401_ViceroyResearch_EBIX_2018_2.p.txt,2328,2,2,112,2.42
132_Muddy Waters_FMCN_2011_3.p.txt,23,0,0,0,0.87
300601_Blue Orca_1910HK_2018.p.txt,20885,8,8,1378,4.34
91098_Citron_SEDG_2019.p.txt,3502,0,0,232,2.85
760_Glaucus Research Group_2010-HK_2015_2.p.txt,13557,11,11,848,2.33
368_GeoInvesting_WSTI_2014_2.p.txt,654,0,0,32,6.74
50_Kerrisdale Capital_NOW_2012_1.p.txt,10066,1,1,429,5.04
58_Street Sweeper_QCOR_2012_2.p.txt,3980,0,0,129,5.46
91340_OSS Research_TCMD_2020_1.p.txt,29,0,0,0,5.0
524_Asensio_CSKI_2009_28.p.txt,447,0,0,76,1.7
70_Bronte Capital_LFT_2011_3.p.txt,1435,0,0,56,4.29
532_RH Analytics_HCI_2015_15.p.txt,696,0,0,65,1.6
760_Glaucus Research Group_2010-HK_2016_3.p.txt,2435,0,0,114,2.49
288_3D Analytics_WHX_2014.p.txt,964,0,0,96,6.09
7_Whitney Tilson_LL_2015_3.p.txt,1800,0,0,100,1.82
455_Matt Berry_CLIR_2013_3.p.txt,2666,0,0,319,2.95
296_Meson Capital_OMEX_2015_32.p.txt,1948,0,0,122,3.63
269_Bronte Capital_VRX_2014_9.p.txt,849,0,0,43,6.9
304002_Spruce Point Capital_SABR_2016.p.txt,12151,0,0,893,6.15
524_Asensio_CSKI_2009_15.p.txt,707,0,0,129,2.72
90112_Unemon1_PLUG_2016_2.p.txt,509,0,0,23,8.26
300331_Aurelius_AVAV_2018_1.p.txt,1858,0,0,96,3.43
348_GeoInvesting_AHII_2014_1.p.txt,3690,0,0,269,4.5
162_Forensic Factor_TNGO_2013.p.txt,8033,0,0,297,4.07
302821_Muddy Waters_TAL_2018_2.p.txt,13,0,0,0,8.6
168_Ottoman Bay_MR_2013_1.p.txt,2132,0,0,209,4.95
698_Spruce Point Capital_CSTE_2015_1.p.txt,7129,0,0,505,5.21
301255_Citron_VFF_2019.p.txt,2432,0,0,207,0.43
302816_Muddy Waters_PRTA_2017.p.txt,3565,2,2,114,3.44
49_Alpha Exposure_PRKR_2014_2.p.txt,1654,0,0,78,1.82
402_Alpha Exposure_AFFY_2013_5.p.txt,1317,0,0,58,6.21
378_Street Sweeper_ANY_2014_4.p.txt,3183,0,0,103,6.88
90988_Upslope_COKE_2019.p.txt,3075,0,0,161,2.16
471_Muddy Waters_WBAI_2014.p.txt,1768,0,0,206,7.3
123_Asensio_CTE_2011_3.p.txt,832,0,0,160,1.73
788_Whitney Tilson_W_2015_3.p.txt,979,0,0,31,3.96
304003_Spruce Point Capital_ACM_2016.p.txt,8413,0,0,464,7.97
603_Richard Pearson_FNRG_2015.p.txt,4706,0,0,428,2.24
301602_Glaucus Research_TYO_8001_2016_1.p.txt,21537,63,26,1535,3.67
163_Alfred Little_CGA_2010_2.p.txt,981,0,0,112,2.47
304115_Street Sweeper_OPTT_2016_1.p.txt,122,0,0,117,5.51
618_Xuhua Zhou_LOW_2015.p.txt,1887,0,0,193,3.78
302512_Mako_IMMU_2017_1.p.txt,614,0,0,366,4.86
303203_Prescience_CGI_2017_2.p.txt,2279,0,0,82,1.05
90953_Glenview_MMM_2019.p.txt,663,0,0,113,10.9
390_Citron Research_BOFI_2014.p.txt,3038,0,0,123,3.26
411_Spruce Point Capital_ASIA_2012.p.txt,2607,0,0,171,6.3
305101_FuzzyPandaResearch_XII_2019_2.p.txt,6087,1,1,152,3.6
55_GeoInvesting_LLEN_2013_7.p.txt,1655,0,0,213,5.35
689_Cable Car Capital_EXAS_2015_9.p.txt,941,0,0,72,3.85
84607_Citron_EMKR_2008_1.p.txt,17,0,0,2,7.73
448_Bleecker Street Research_JRJC_2014_2.p.txt,1142,0,0,99,2.91
694_Bleecker Street Research_DSKX_2015.p.txt,2002,0,0,113,4.58
752_Suhail Capital_VEEV_2013_2.p.txt,1017,0,0,46,2.84
300109_Alpha Exposure_GERN_2018.p.txt,25,0,0,1,6.77
486_Matt Berry_RELV_2013_1.p.txt,656,0,0,83,7.7
302701_Mithra_VIPS_2015_2.p.txt,215,0,0,193,3.21
426_Citron Research_TRLA_2014.p.txt,2132,0,0,131,2.41
91015_Viceroy_TEUM_2019_5.p.txt,1724,8,6,135,6.22
98_Richard Pearson_PCRX_2013_2.p.txt,968,0,0,69,5.84
300401_Blazing Research - 400SEHK_2017.p.txt,792,0,0,53,4.71
303_Whitney Tilson_WRLD_2013_1.p.txt,1176,0,0,74,2.17
277_Asensio_OLED_2013_4.p.txt,732,0,0,111,2.2
638_Cable Car Capital_PLUS-GB_2015_10.p.txt,3649,0,0,79,3.73
304005_Spruce Point Capital_BURL_2016.p.txt,14281,0,0,974,7.32
743_Citron Research_SEED_2009.p.txt,925,0,0,44,3.64
900217_Copperfield_WATT_2017.p.txt,2884,0,0,191,0.73
329_Kerrisdale Capital_UNIS_2013_2.p.txt,1828,0,0,65,4.17
491_Kerrisdale Capital_GSAT_2015_6.p.txt,551,0,0,42,3.73
524_Asensio_CSKI_2009_31.p.txt,767,0,0,143,2.25
296_Meson Capital_OMEX_2014_16.p.txt,1054,0,0,144,2.59
302508_Mako_IPIX_2017_1.p.txt,263,0,0,190,2.7
663_Richard Pearson_SXC_2015_1.p.txt,2226,0,0,83,2.46
192_Citron Research_HRBN_2011_2.p.txt,1015,0,0,97,4.35
132_Muddy Waters_FMCN_2013_6.p.txt,1093,2,2,80,1.59
769_Kerrisdale Capital_STRP_2015_1.p.txt,15522,0,0,618,3.1
300111_Alpha Exposure_GERN_2018_3.p.txt,1277,0,0,44,3.97
83551_Shareholder Watchdog_PCBC_2010.p.txt,22,0,0,2,5.95
610_Spruce Point Capital_NCR_2015_2.p.txt,4142,1,1,400,4.1
152_Richard Pearson_BIOL_2013_2.p.txt,2844,0,0,118,2.39
391_Anonymous Analytics_336HK_2012.p.txt,14513,22,9,742,3.0
