Filename,Wordcount,Hyperlinks,Domains,Unique NER Entities,Total NER Entities,$ NER,% NER,% Numeric Characters,Financial Terms,SEC Terms
305601_MoxReports_VUZI_2018_1.p.txt,12113,9,6,258,656,66,16,1.27,54,4
1067_Alpha Exposure_OSTK_2019.p.txt,4079,57,11,130,510,46,117,3.77,49,0
301401_Friendly Bear_BOFI_2016_3.p.txt,3729,32,6,92,345,1,1,2.93,26,20
92126_Asensio_LDK_2006_4.p.txt,546,23,2,23,46,0,0,1.36,1,0
341_Lakewood Capital_PLUG_2014.p.txt,905,24,10,83,203,18,34,2.42,6,0
7_Whitney Tilson_LL_2015_18.p.txt,1914,18,6,55,99,4,4,1.73,12,0
431_Kerrisdale Capital_CHBT_2010_1.p.txt,3278,98,4,106,379,29,5,2.85,54,68
709_The Friendly Bear_BOFI_2016_3.p.txt,2347,24,5,38,79,0,1,4.21,16,32
787_Citron Research_MNK_2017_1.p.txt,2633,37,12,99,269,11,11,3.04,11,0
133_GeoInvesting_JVA_2011.p.txt,766,8,3,33,64,10,4,5.1,8,3
302206_Kerrisdale_STRP_2017_1.p.txt,5391,0,0,143,471,67,22,2.97,58,5
192_Citron Research_HRBN_2011_3.p.txt,2224,18,6,112,386,55,33,2.38,15,4
74_Bronte Capital_UTA_2013_5.p.txt,1742,152,10,76,287,0,0,9.53,9,0
91295_Prescience Point_MIDD_2020.p.txt,13139,91,13,485,1734,218,238,4.75,177,5
152_Richard Pearson_BIOL_2013_3.p.txt,3156,25,5,60,197,23,7,1.83,24,3
50_Kerrisdale Capital_NOW_2013_4.p.txt,4061,56,17,87,156,11,14,4.11,56,2
375_Kerrisdale Capital_FIVE_2014_2.p.txt,6111,47,2,148,327,14,41,3.22,61,0
301241_Citron_NVDA_2018.p.txt,1504,7,6,64,129,15,9,2.5,10,0
321_Alpha Exposure_EXAS_2013_3.p.txt,3361,29,11,52,140,6,32,3.32,39,0
459_Street Sweeper_GORO_2011_2.p.txt,3167,190,36,133,383,27,17,7.8,19,7
205_Street Sweeper_BRLI_2011_2.p.txt,4234,171,34,169,444,25,19,4.32,27,9
90591_Viceroy_CPI_2018_2.p.txt,2083,0,0,40,167,0,11,1.32,33,8
300301_Aurelius_BOFI_2015_4.p.txt,3543,47,16,118,317,28,7,2.74,37,0
74_Bronte Capital_UTA_2010_4.p.txt,1143,29,10,38,71,0,0,2.57,4,1
472_Trinity Research Group_VNET_2014_3.p.txt,2687,24,5,79,230,0,2,4.04,37,12
277_Asensio_OLED_2013_16.p.txt,919,39,4,48,86,0,0,1.59,2,0
90_Citron Research_Z_2015_6.p.txt,1333,0,0,46,127,19,2,2.11,5,1
90132_Long Short Value_TWLO_2016.p.txt,1170,14,3,50,208,2,82,1.96,31,0
612_Street Sweeper_CHOP_2015.p.txt,2337,37,10,133,398,61,45,5.27,19,1
809_Street Sweeper_PAYC_2015.p.txt,1735,56,17,112,188,17,18,4.25,18,4
284_Kynikos Associates_GMCR_2014.p.txt,1967,106,17,202,455,18,53,5.5,10,0
90723_Viceroy_PVG_2018_4.p.txt,4099,6,2,99,256,0,49,5.0,30,0
91015_Viceroy_TEUM_2019_4.p.txt,1672,16,7,71,124,0,0,2.96,10,7
575_Bronte Capital_DMND_2012.p.txt,1292,70,9,80,209,34,2,6.44,8,6
489_GeoInvesting_CGA_2014_1.p.txt,4843,87,14,181,816,45,23,6.52,30,11
277_Asensio_OLED_2013_5.p.txt,1394,37,4,56,132,0,0,1.82,10,4
304_Greenwich Research Group_VIPS_2013.p.txt,6901,52,16,270,786,41,149,5.75,81,6
508_Muddy Waters_T4B-SG_2014.p.txt,1406,65,12,97,276,4,66,5.5,11,0
82_GeoInvesting_SBAY_2011.p.txt,294,5,2,16,27,0,0,2.94,5,0
307701_Studioso_AIBYY_2011_1.p.txt,221,11,5,43,114,9,7,5.69,3,0
174_Pershing Square_HLF_2012.p.txt,39057,43,4,1138,5292,610,481,4.96,236,28
638_Cable Car Capital_PLUS-GB_2015_11.p.txt,3628,161,10,101,217,13,10,4.34,56,1
91133_Mako_SSTI_2019.p.txt,5215,69,37,251,711,55,117,3.48,69,9
59_Citron Research_QCOR_2013_5.p.txt,1825,7,4,57,119,3,1,0.96,8,0
300808_Bonitas Research_CGN_2019.p.txt,12593,58,13,322,1220,97,38,4.08,66,20
90773_Spruce Point_IRBT_2018.p.txt,15455,74,40,666,2206,241,333,5.43,163,9
32_Alfred Little_RINO_2010.p.txt,784,7,4,58,136,27,2,3.88,14,7
91359_Hindenburg_JCOM_2020.p.txt,13050,247,117,474,1628,170,144,6.96,141,10
81388_Citron_APOL_2009_2.p.txt,1781,18,8,119,295,32,49,2.67,27,1
491_Kerrisdale Capital_GSAT_2015_7.p.txt,884,16,3,63,133,0,0,2.47,3,3
300323_Aurelius_MDXG_2017_1.p.txt,3801,93,29,161,362,8,5,3.66,36,4
296_Meson Capital_OMEX_2014_17.p.txt,3905,26,4,233,592,9,12,2.09,12,0
524_Asensio_CSKI_2009_30.p.txt,861,42,6,69,126,4,2,2.74,9,12
301205_Citron_7779TYO_2016_4.p.txt,849,3,2,37,59,4,5,2.88,3,3
687_Discount Investing_3333-HK_2015.p.txt,8226,0,0,125,416,9,66,1.52,53,3
292_Muddy Waters_NQ_2014_7.p.txt,3972,6,6,98,214,36,2,1.23,36,4
92422_Chimin Sang_CCME_2011_2.p.txt,884,16,5,75,242,8,65,3.55,19,10
413_Bronte Capital_336-HK_2011_1.p.txt,2890,160,23,150,439,21,17,6.24,11,0
300404_Blazing Research_1625HK_2017.p.txt,8988,31,1,187,1125,0,22,3.67,106,36
452_Bronte Capital_CFR-CH_2012_1.p.txt,2808,162,22,111,334,3,13,7.05,12,0
90019_Cliffside_NAII_2016.p.txt,971,14,4,118,407,4,151,7.24,14,7
304112_Street Sweeper_BRKO_2016_1.p.txt,1804,32,11,86,173,19,2,4.39,24,4
384_Pump Stopper_ETAK_2014.p.txt,3300,36,7,146,400,36,21,5.25,46,3
90060_Muddy Waters_TPC_2016.p.txt,1367,1,1,113,214,20,47,10.4,19,0
429_Kerrisdale Capital_CMFO_2010_3.p.txt,2385,19,4,87,332,25,7,2.23,27,4
196_Citron Research_QIHU_2011_3.p.txt,385,4,1,14,29,5,1,1.98,9,0
90741_Art Doyle_ADAP_2017.p.txt,2987,16,7,35,79,1,0,1.22,16,0
305102_FuzzyPandaResearch_BDSI_2019.p.txt,13548,195,65,396,1452,65,103,4.36,94,6
307208_Jay Yoon_TSEM_2015_1.p.txt,1069,39,5,192,669,82,44,3.33,36,0
91180_Asensio_PGWC_2006_11.p.txt,1223,29,2,85,176,6,0,1.89,11,0
161_Copperfield Research_TNGO_2012.p.txt,1898,13,3,47,119,11,19,2.17,61,4
307702_Studioso_YRCW_2011_1.p.txt,367,12,3,51,147,44,4,7.71,20,0
90104_FFJ_CNI_2016.p.txt,2138,21,11,114,307,46,2,2.15,11,1
457_GeoInvesting_XXII_2014_3.p.txt,4252,98,7,76,247,15,2,2.63,51,17
90239_Agloe Capital_MNK_2017.p.txt,3125,74,23,188,627,79,122,6.42,40,3
178_Kerrisdale Capital_ZQK_2014.p.txt,454,10,3,48,83,4,1,2.3,4,0
465_Street Sweeper_CIGX_2011_1.p.txt,2943,77,19,150,415,48,14,4.42,28,8
336_Citron Research_VJET_2013.p.txt,1454,4,1,34,76,2,7,3.83,20,1
540_Street Sweeper_FRPT_2014.p.txt,1705,58,23,140,218,32,13,3.27,10,0
200_Matt Berry_QIHU_2012_5.p.txt,2224,53,25,192,898,0,299,8.59,22,0
512_Gotham Investing_AFSI_2014_7.p.txt,3233,34,9,139,443,73,25,4.45,65,2
629_Pump Stopper_DSKY_2015.p.txt,6046,116,30,123,380,8,54,3.52,63,20
573_Bronte Capital_TSL_2011_3.p.txt,1057,25,7,61,112,3,4,2.76,3,1
74_Bronte Capital_UTA_2010_14.p.txt,200,1,1,14,23,0,0,2.65,3,0
30_Citron Research_ISRG_2013_2.p.txt,312,9,4,27,101,1,40,4.92,1,0
91169_Wolfpack_GTT_2019.p.txt,13955,8,4,496,1812,425,188,8.62,342,10
90705_The Capitolist_TRUP_2018_1.p.txt,3675,50,8,131,518,29,113,4.56,51,7
91448_Mariner_GP_2020.p.txt,5635,75,34,250,620,34,52,3.61,62,4
47_Alfred Little_SVM_2012_2.p.txt,816,9,5,24,54,0,1,3.69,4,1
92589_GeoInvesting_HOGS_2011_1.p.txt,6371,45,7,270,1072,155,123,4.45,96,96
276_Street Sweeper_PANL_2011_2.p.txt,4808,179,33,192,765,20,170,4.35,26,0
91180_Asensio_PGWC_2006_2.p.txt,1171,26,2,93,177,4,0,1.75,4,0
109_Whitney Tilson_LEH_2008_1.p.txt,2313,12,4,51,143,0,4,1.22,24,0
523_Asensio_AOBI_2009_03.p.txt,2930,57,6,157,502,45,4,2.71,19,21
90329_Cannell Capital_ERII_2016.p.txt,1532,13,2,108,377,21,78,2.19,23,0
304301_Well_MARUF_2016_3.p.txt,146,0,0,34,63,0,3,3.99,0,0
301219_Citron_EXAS_2017_1.p.txt,4136,20,8,121,386,45,59,5.21,31,0
780_Glaucus Research Group_EROS_2015.p.txt,1927,54,7,174,284,7,31,8.06,8,1
301001_Cable Car_CDZI_2016_1.p.txt,4024,136,20,209,455,29,9,3.66,23,5
301301_Forensic Research Analyst_CRR_2016_2.p.txt,3601,26,3,115,350,38,24,3.6,44,3
296_Meson Capital_OMEX_2014_13.p.txt,1039,15,6,59,120,15,1,4.83,11,3
568_Glaucus Research Group_2014-HK_2015_3.p.txt,5356,7,2,107,426,0,5,1.59,67,49
447_Whitney Tilson_NFLX_2010_1.p.txt,1683,123,40,165,409,5,73,4.48,14,0
304309_Well_2931_2017_2.p.txt,835,0,0,199,377,24,34,3.4,2,0
310_Citron Research_ANGI_2013_2.p.txt,5980,18,7,193,695,46,202,8.08,59,1
602_Street Sweeper_UNXL_2015.p.txt,2376,48,19,110,221,30,16,3.04,32,1
301908_Gotham_CRTO_2017_1.p.txt,49,0,0,6,36,0,0,0.0,0,0
716_Citron Research_MBLY_2015_1.p.txt,3979,26,16,125,376,34,29,3.0,27,0
480_Forensic Factor_AUTC_2011_3.p.txt,4123,42,6,222,462,38,9,3.05,74,7
304013_Spruce Point Capital_GNTX_2017.p.txt,28407,164,50,1392,5567,451,521,5.76,272,39
91363_Biotech Research_APLT_2019.p.txt,5251,16,7,79,180,10,13,2.43,25,3
301238_Citron_NFLX_2018.p.txt,1066,5,5,64,129,10,13,2.87,8,0
305513_Fraud Research_LRGR_2018_1.p.txt,601,40,6,74,212,7,9,4.98,11,0
277_Asensio_OLED_2013_1.p.txt,1678,39,4,61,128,0,1,1.04,3,0
93044_Chimin Sang_LIWA_2009_2.p.txt,1672,18,3,102,350,20,80,5.54,17,3
507_Bleecker Street Research_LIVE_2014_1.p.txt,2853,22,10,138,306,26,27,3.19,27,11
137_GeoInvesting_ADNC_2012.p.txt,2194,14,5,54,140,7,2,2.39,40,8
90591_Viceroy_CPI_2018_6.p.txt,7165,4,1,158,566,0,179,7.26,37,4
324_Street Sweeper_KEYW_2013_1.p.txt,4120,177,36,122,447,27,10,7.72,26,1
303611_Richard Peasron_ARA_2017_1.p.txt,9041,124,24,179,512,84,43,2.66,57,5
277_Asensio_OLED_2013_12.p.txt,881,40,7,47,82,3,0,1.61,3,0
302202_Kerrisdale_SAGE_2016_1.p.txt,16461,0,0,403,1086,10,132,4.27,72,1
91408_Grizzly_LX_2020.p.txt,21266,54,12,494,1725,52,205,2.62,315,4
304120_Street Sweeper_PLSE_2017_1.p.txt,1425,35,10,67,156,20,11,4.63,15,0
583_Alpha Exposure_SGMO_2015.p.txt,2764,16,6,80,194,12,19,2.75,15,3
192_Citron Research_HRBN_2011_7.p.txt,1274,15,7,63,177,6,25,2.42,14,1
171_Greenlight Capital_HLF_2012.p.txt,11947,36,2,213,1262,64,80,1.39,127,5
455_Matt Berry_CLIR_2012_2.p.txt,2055,20,8,54,178,0,1,2.13,25,2
92088_Citron_BIDZ_2007_2.p.txt,859,17,4,58,185,8,60,3.6,7,1
305504_Fraud Research_SWVI_2013_1.p.txt,457,36,3,78,196,7,5,5.39,9,0
554_Lakewood Capital_ANET_2015.p.txt,1275,72,5,149,227,11,25,4.61,6,0
302812_Muddy Waters_AKG_2017_2.p.txt,448,0,0,28,45,8,1,2.97,3,0
7_Whitney Tilson_LL_2015_21.p.txt,426,4,2,10,16,0,1,2.09,3,0
91255_Black Stork_WWW _2020.p.txt,2709,5,2,96,211,11,32,5.85,43,0
303904_SkyTides_PODD_2016_2.p.txt,1247,20,7,43,88,4,8,4.47,8,0
40_Muddy Waters_TRE-CA_2011_1.p.txt,16727,12,7,518,1997,238,40,3.48,115,10
550_BlueMountain Capital Management_OCN_2015_1.p.txt,11757,97,22,356,2081,20,26,2.71,189,5
752_Suhail Capital_VEEV_2014_12.p.txt,3644,22,5,74,219,23,14,2.42,38,1
331_Richard Pearson_UNIS_2014_2.p.txt,8297,71,9,161,589,30,11,1.65,91,2
679_Xuhua Zhou_YUM_2015.p.txt,2398,14,3,56,167,0,4,1.3,13,1
378_Street Sweeper_ANY_2014_1.p.txt,2398,49,21,108,219,51,5,3.25,25,6
4_Prescience Point_BDBD_2013_1.p.txt,26015,144,97,1216,4249,680,413,5.24,260,14
301905_Gotham_AAC_2017_3.p.txt,2758,0,0,117,371,0,35,3.36,21,4
90882_Spruce Point_CVNA_2019.p.txt,27141,153,52,1023,3870,566,371,4.78,326,28
742_Citron Research_GRMN_2009.p.txt,1485,32,14,60,193,4,37,3.91,14,0
500_Bronte Capital_LOGI_2011_2.p.txt,472,1,1,20,31,2,0,1.43,1,0
524_Asensio_CSKI_2009_10.p.txt,2039,52,6,121,350,29,2,2.33,7,13
90736_Plainview_NKTR_2018_1.p.txt,16504,86,28,341,1458,7,339,6.27,67,0
592_GeoInvesting_WBAI_2015.p.txt,3330,45,9,105,262,19,10,5.25,36,5
301229_Citron_SHOP_2017_1.p.txt,1703,36,10,61,140,8,2,2.77,15,0
59_Citron Research_QCOR_2014_8.p.txt,3715,19,4,135,440,3,6,3.51,21,7
76522_RDN_BPT_2015_2.p.txt,1374,17,2,71,279,25,68,4.23,32,14
60_Ikarian Point Research_QCOR_2014_2.p.txt,3980,63,34,131,261,6,24,3.14,35,4
256_Street Sweeper_PHMD_2014_3.p.txt,1159,22,5,68,154,38,8,5.45,15,1
91263_Bonitas_JKS_2020_2.p.txt,7770,38,4,220,760,58,31,2.65,68,17
537_Trinity Research Group_VIMC_2014_2.p.txt,1669,26,4,52,145,18,3,6.2,29,8
90705_The Capitolist_TRUP_2018_22.p.txt,2233,34,4,74,354,20,125,3.68,29,4
121_Bronte Capital_CCME_2011_3.p.txt,3014,114,12,95,347,35,2,5.14,41,2
296_Meson Capital_OMEX_2014_7.p.txt,4425,18,4,135,436,39,7,2.37,24,1
295_Kynikos Associates_SODA_2014.p.txt,1968,106,17,202,455,18,53,5.47,10,0
764_Street Sweeper_HEAR_2018_3.p.txt,940,39,6,72,147,12,12,2.82,4,0
305508_Fraud Research_WPWR_2014_1.p.txt,559,34,7,80,210,35,8,5.27,20,0
215_GeoInvesting_PCXCQ_2013.p.txt,1563,20,7,80,190,30,11,4.62,17,4
300109_Alpha Exposure_GERN_2018_1.p.txt,1929,29,10,60,170,3,5,4.14,22,1
257_Street Sweeper_MDXG_2014_1.p.txt,1539,23,8,55,104,30,0,5.7,13,5
123_Asensio_CTE_2011_6.p.txt,1239,42,5,76,162,4,0,2.04,2,0
301421_Friendly Bear_CNDT_2018_1.p.txt,4783,43,15,129,488,117,19,3.03,80,2
492_Street Sweeper_GLUU_2014_1.p.txt,1558,33,10,80,216,18,4,5.62,13,0
745_GeoInvesting_CDZI_2015_2.p.txt,2626,60,5,76,236,9,4,1.61,15,0
696_Alpha Exposure_IMMU_2015.p.txt,581,14,8,45,93,1,10,8.08,6,3
56_Glaucus Research Group_LLEN_2011.p.txt,11203,73,23,414,1497,133,104,4.29,136,66
301217_Citron_FLT_2017_1.p.txt,3573,33,14,104,229,12,10,2.39,12,0
301612_Glaucus Research_BLA_ASX_2018_2.p.txt,13402,13,7,273,1024,126,139,6.37,165,3
92126_Asensio_LDK_2006_15.p.txt,716,24,3,39,77,9,0,1.98,1,0
91081_Batman Research_CRCM_2018.p.txt,8438,327,61,322,1786,102,456,4.65,44,2
312_Glaucus Research Group_67-HK_2014.p.txt,10057,20,15,290,1301,19,148,4.0,96,67
10_Kerrisdale Capital_LIWA_2011_2.p.txt,1843,41,15,92,274,0,8,5.38,29,0
301256_Citron_AMED_2019.p.txt,2101,12,10,125,459,22,42,1.58,57,0
353_Kerrisdale Capital_BOFI_2014_2.p.txt,2554,32,12,83,209,8,13,1.89,28,0
300802_Bonitas Research_8207HK_2018.p.txt,20709,105,25,410,2045,20,158,5.59,198,63
642_Pump Stopper_EKSO_2015.p.txt,8260,165,60,220,722,41,48,4.21,70,13
301235_Citron_W_2018_1.p.txt,1026,8,8,47,71,3,2,1.61,6,0
214_Prescience Investment Group_APWR_2011_2.p.txt,1886,30,11,115,288,3,2,3.71,21,9
91239_Grizzly_WUBA_2020_2.p.txt,5238,18,7,151,397,22,27,2.02,86,10
91090_Asensio_CROX_2006_4.p.txt,733,22,2,29,62,7,5,1.44,0,0
91128_Viceroy_ATNX_2019_2.p.txt,4787,68,20,182,595,7,5,4.53,39,8
758_Suhail Capital_LOCO_2014.p.txt,9286,72,25,278,1011,83,67,2.71,184,10
739_Martin Shkreli_HZNP_2012.p.txt,1673,12,1,149,307,66,7,4.55,38,4
211_Citron Research_NUS_2012_3.p.txt,899,28,8,87,161,0,0,2.9,2,0
532_RH Analytics_HCI_2015_10.p.txt,669,6,2,39,97,3,14,3.49,11,1
337_Forensic Factor_VJET_2013.p.txt,4789,53,9,156,362,13,36,4.35,74,13
303208_Prescience_ENPH_2018_1.p.txt,17600,0,0,533,2944,528,425,4.91,433,8
7_Whitney Tilson_LL_2015_6.p.txt,1495,24,13,58,97,0,4,2.1,15,0
12_Glaucus Research Group_TEA_2012_2.p.txt,6301,21,13,141,428,1,37,1.34,62,3
85_Highfields Capital Management_DLR_2013.p.txt,6103,0,0,168,433,44,30,1.48,74,0
83113_Citron_ARTC_2007_2.p.txt,739,14,1,55,214,3,64,2.43,9,0
532_RH Analytics_HCI_2017_22.p.txt,1853,23,8,73,211,13,16,2.97,21,2
425_Tourbillon Capital Partners_MNKD_2015_2.p.txt,1250,67,20,198,444,9,67,5.33,3,0
453_Street Sweeper_APPS_2014.p.txt,2380,27,5,60,169,11,0,2.26,17,1
340_Kerrisdale Capital_PLUG_2014.p.txt,4075,56,16,167,601,103,42,5.76,74,0
638_Cable Car Capital_PLUS-GB_2015_8.p.txt,1833,128,10,63,132,2,8,3.98,16,0
301245_Citron_TSXV-N_2018_1.p.txt,1763,2,2,54,107,17,4,1.78,13,4
301610_Glaucus Research_0607HK_2017_2.p.txt,10676,17,6,310,1206,5,202,3.22,101,17
420_GeoInvesting_CBAK_2014_1.p.txt,4889,116,4,105,499,42,10,2.31,80,14
301506_GeoInvesting_NOAH_2016_1.p.txt,5117,40,10,184,563,76,64,3.86,59,0
491_Kerrisdale Capital_GSAT_2014_5.p.txt,3216,47,14,70,234,2,1,4.78,9,1
301235_Citron_W_2018_3.p.txt,645,4,3,30,49,3,10,2.93,2,0
3_Kerrisdale Capital_EZCH_2013_2.p.txt,5251,78,25,208,650,53,54,4.49,60,1
536_Meson Capital_SWHC_2014.p.txt,1962,21,7,141,349,46,20,6.15,35,0
280_GeoInvesting_FU_2013_2.p.txt,2560,31,8,108,380,23,13,5.04,17,17
301504_GeoInvesting_IDT_2016_1.p.txt,2658,18,6,58,184,2,1,2.47,29,1
301217_Citron_FLT_2017_3.p.txt,3657,20,15,126,340,27,11,1.38,82,0
668_Citron Research_AMBA_2015_2.p.txt,2669,16,8,93,212,28,13,3.61,13,1
90825_Hindenburg_RIOT_2017_2.p.txt,1989,37,10,47,85,9,1,4.79,28,6
91293_Grizzly_IIPR_2020.p.txt,18114,23,13,675,2291,330,298,6.65,159,0
305002_CliffsideResearch_ONVO_2019_1.p.txt,5273,38,19,125,239,31,16,2.78,26,4
301606_Glaucus Research_1363HK_2016_1.p.txt,19888,98,13,313,1767,4,188,6.55,106,66
532_RH Analytics_HCI_2016_20.p.txt,726,10,3,49,89,3,4,3.02,3,0
300314_Aurelius_BANC_2016_2.p.txt,3349,56,15,152,508,0,25,2.99,29,4
90_Citron Research_Z_2014_4.p.txt,3186,49,13,120,355,10,28,4.04,20,1
576_Bleecker Street Research_AAC_2015_2.p.txt,3173,22,6,115,441,47,23,2.9,26,4
302809_Muddy Waters_6863HK_2016_1.p.txt,10727,38,25,244,803,22,46,6.65,78,7
202_Kerrisdale Capital_CMED_2012_4.p.txt,1121,10,3,65,143,16,3,2.38,13,3
132_Muddy Waters_FMCN_2012_5.p.txt,32,0,0,0,0,0,0,1.6,0,0
532_RH Analytics_HCI_2015_12.p.txt,1015,5,1,62,142,17,7,3.78,18,11
70_Bronte Capital_LFT_2011_4.p.txt,2368,69,6,59,131,2,6,3.64,15,1
664_Citron Research_LPHI_2010_3.p.txt,2162,32,12,88,323,6,65,3.54,38,2
7_Whitney Tilson_LL_2015_4.p.txt,679,3,1,24,40,2,4,1.96,4,0
302501_Mako_MNOV_2016_1.p.txt,14634,302,57,380,1474,137,91,5.92,111,21
760_Glaucus Research Group_2010-HK_2016_4.p.txt,487,0,0,84,144,2,0,12.41,0,0
388_Pump Stopper_HCI_2014.p.txt,1513,19,7,73,198,20,21,3.91,30,1
260_Infitialis_CHMR_2012_1.p.txt,2812,47,15,129,327,36,5,5.33,9,8
443_Dialectic Capital_DDD_2013.p.txt,1432,68,20,196,446,25,51,6.53,6,0
565_Hayman Capital Management_ACOR_2015_1.p.txt,22750,0,0,365,1507,0,4,4.85,221,7
303609_Richard Pearson_CETX_2017_1.p.txt,13030,191,46,332,1313,113,42,4.69,144,17
91219_Snowlake_LK_2020.p.txt,99484,137,46,1694,8474,52,1490,9.62,279,43
91198_PlainSite_TSLA_2020.p.txt,57567,317,114,2082,9391,316,149,3.96,351,22
74_Bronte Capital_UTA_2012_7.p.txt,702,34,8,63,129,0,0,8.68,2,0
304033_Spruce Point Capital_MAXR_2018.p.txt,21118,137,47,1494,4761,982,398,7.44,444,38
211_Citron Research_NUS_2012_1.p.txt,5307,60,14,138,463,7,67,3.04,41,0
300323_Aurelius_MDXG_2018_8.p.txt,1518,34,6,42,72,2,0,1.22,9,0
820_819_Muddy Waters_RAL-FR_CO-FR_2016_3.p.txt,4371,0,0,78,195,0,1,1.26,33,0
803_GeoInvesting_DTEA_2015.p.txt,1202,40,4,41,53,5,3,1.46,7,0
389_Alpha Exposure_FCEL_2014.p.txt,821,9,4,44,132,23,10,5.03,12,1
90768_Hindenburg_LTS_2018.p.txt,3524,57,12,109,246,59,5,4.35,51,1
301905_Gotham_AAC_2017_1.p.txt,2013,0,0,95,295,0,41,2.32,19,0
301236_Citron_HLG_2018.p.txt,1378,29,9,76,201,2,1,5.99,13,6
303607_Richard Pearson_LIVE_2017_1.p.txt,11367,139,25,216,860,160,13,3.37,111,11
524_Asensio_CSKI_2009_12.p.txt,727,37,4,38,67,4,1,1.91,0,1
378_Street Sweeper_ANY_2014_3.p.txt,3497,114,23,140,375,20,22,3.39,35,1
402_Alpha Exposure_AFFY_2013_2.p.txt,924,10,2,30,67,0,6,2.33,9,0
561_Street Sweeper_MIFI_2015.p.txt,1910,54,14,116,269,61,21,5.27,20,2
17_Alfred Little_DEER_2012_3.p.txt,893,13,7,48,100,1,1,3.52,8,2
212_Richard Pearson_MDXG_2013_2.p.txt,2375,24,7,86,206,42,16,3.31,16,4
49_Alpha Exposure_PRKR_2014_5.p.txt,1796,10,1,67,259,13,1,1.73,20,4
752_Suhail Capital_VEEV_2014_10.p.txt,9048,69,10,220,564,39,46,2.04,83,7
757_Suhail Capital_WDAY_2014.p.txt,3750,38,3,109,239,25,20,2.36,51,0
503_Bleecker Street Research_GLSO_2014.p.txt,1736,14,3,49,101,16,4,3.2,15,0
301423_Friendly Bear_TDOC_2018_1.p.txt,6328,90,26,99,356,29,23,3.61,79,0
900537_Copperfield_CVNA_2017.p.txt,1521,10,4,89,251,9,46,2.6,23,5
143_Richard Pearson_BIDU_2012.p.txt,4436,41,20,110,418,48,20,2.42,66,0
91377_Anon APLT_APLT_2020.p.txt,4265,0,0,77,297,1,7,2.12,18,10
710_Richard Pearson_OMER_2015.p.txt,3218,26,7,90,270,83,20,3.62,23,1
123_Asensio_CTE_2011_4.p.txt,1244,44,4,77,175,10,1,2.03,19,2
305507_Fraud Research_GFOX_2014_1.p.txt,1251,88,15,221,893,73,28,5.86,20,0
146_Richard Pearson_TEAR_2013_1.p.txt,3458,41,6,134,350,113,12,4.01,34,1
788_Whitney Tilson_W_2015_4.p.txt,2297,22,5,49,131,7,1,2.09,23,0
90282_FFJ_SNCR_2017.p.txt,2698,33,16,141,447,41,42,4.23,15,14
553_Street Sweeper_TUBE_2015_1.p.txt,1930,31,11,111,227,14,39,4.11,18,3
12527_Ian Bezek_IBIO_2011.p.txt,1159,18,3,74,248,28,71,3.12,17,1
605_Street Sweeper_INUV_2015.p.txt,2022,32,9,54,114,23,4,4.13,30,1
90705_The Capitolist_TRUP_2018_20.p.txt,1779,30,3,69,347,14,115,2.84,14,10
90197_Long Short Value_HSTM_2016.p.txt,1597,17,2,105,364,14,122,3.91,32,0
302901_Off Wall Street_TPX_2016_1.p.txt,12582,1,1,544,1761,187,450,5.38,122,0
752_Suhail Capital_VEEV_2013_5.p.txt,1328,13,5,79,181,45,20,4.36,12,3
47_Alfred Little_SVM_2013_4.p.txt,1947,33,7,105,420,50,10,6.01,64,1
302905_Off Wall Street_SLM_2017_1.p.txt,19710,9,3,744,2947,212,525,5.74,266,26
91324_Scorpio_GSX_2020.p.txt,6627,34,8,167,483,17,29,5.02,41,4
304047_Spruce Point Capital_IRBT_2019_5.p.txt,7067,31,19,342,1000,149,157,4.26,85,3
304034_Spruce Point Capital_WMK_2018.p.txt,12782,95,36,912,2703,417,359,7.57,193,14
90019_Cliffside_NAII_2016_2.p.txt,6591,63,19,306,1051,91,169,5.27,77,8
91337_Hindenburg_GNUS_2020.p.txt,4363,53,30,191,644,32,144,5.18,46,6
301604_Glaucus Research_3823HK_2016.p.txt,12856,56,4,233,1628,2,146,7.57,56,87
277_Asensio_OLED_2013_3.p.txt,869,37,4,72,129,0,0,1.76,0,0
568_Glaucus Research Group_2014-HK_2015_1.p.txt,20535,82,18,336,1925,4,118,6.05,134,94
349_Citron Research_MDBX_2014.p.txt,4252,46,13,114,285,13,1,2.4,20,6
301908_Gotham_CRTO_2017_3.p.txt,4441,6,5,104,322,4,17,1.05,41,1
90723_Viceroy_PVG_2018_2.p.txt,8174,10,3,155,457,9,65,5.63,42,2
480_Forensic Factor_AUTC_2011_1.p.txt,6336,69,21,303,823,183,74,6.47,117,9
91015_Viceroy_TEUM_2019_2.p.txt,958,12,5,60,129,0,0,2.82,3,0
307004_WhiteDiamondResearch_DCGD_2019_1.p.txt,2277,47,19,98,320,27,18,5.0,18,6
301250_Citron_TWTR_2018.p.txt,1391,17,7,55,118,7,12,2.48,1,0
800_Emperor Has No Clothes_USU_2014_1.p.txt,1470,15,7,72,254,63,15,4.61,19,1
296_Meson Capital_OMEX_2014_11.p.txt,1499,15,2,99,245,25,6,5.55,11,3
232_GeoInvesting_ECAU_2013_2.p.txt,902,11,6,40,85,8,0,3.35,10,0
301205_Citron_7779TYO_2016_2.p.txt,1142,17,4,57,108,10,0,2.69,5,0
300318_Aurelius_CIA_2017_2.p.txt,1973,36,5,66,146,10,1,2.19,17,2
